PMID	Gene Name	Gene Type	Cell Name	Cell Type	Tissue Type	Experiment Type	Experimental Method	Title	Function	GeneNameText	id	Interacting Gene	CellOntologyID	Marker Type	Disease Name
7957668	FOXA1	TF Pmarker	Liver cell	Cancer cell	Liver	low-throughput	Western blot;Microscopic observation;Immunofluorescent staining	Hepatocytic Transcription Factor Expression in Human EmbryonalCarcinoma and Yolk Sac Carcinoma Cell Lines: Expression of HNF 3a in Models of Early Endodermal Cell Differentiation	He-patocytic transcription factors, especially HNF-3A, may play an important role in early human endodermal differentiation.		46	HNF1A	CL_0000182	Disease Marker	Yolk sac carcinoma
7957668	HNF1A	TF Pmarker	Liver cell	Cancer cell	Liver	low-throughput	Western blot;Microscopic observation;Immunofluorescent staining	Hepatocytic Transcription Factor Expression in Human EmbryonalCarcinoma and Yolk Sac Carcinoma Cell Lines: Expression of HNF 3a in Models of Early Endodermal Cell Differentiation	We found that a yolk sac carcinoma cell line with a phenotype similar to rodent visceral endoderm expressed transcripts for HNF-1A.		47	FOXA1	CL_0000182	Disease Marker	Yolk sac carcinoma
9020185	TAL1	TF Pmarker	T cell	Cancer cell	Lymph	low-throughput	Weston blot;RT-PCR;Flow cytometry	Transcriptional Activity of TAL1 in T Cell Acute Lymphoblastic Leukemia (T-ALL) Requires RBTN1 or -2 and Induces TALLA1, a Highly Specific Tumor Marker of T-ALL	Ectopic TAL1 and RBTN1 or -2, together with some endogenous T cell-specific cofactors like GATA3, constitute a highly collaborative set of transcription factors whose aberrant activity in T cells may lead to leukemogenesis by modulating expression of downstream genes such as TALLA1.		53	LMO1;GATA3;LMO2	CL_0000084	Disease Marker	T cell Acute lymphoblastic Leukemia (T-ALL)
14533935	NEUROD1	TF Pmarker	Adenocarcinoma of stomach cell	Cancer cell	Stomach	low-throughput	Western blot;Immunohistochemistry;Microscopic observation	Neuroendocrine Tissue-specific Transcription Factor,BETA2/NeuroD, in Gastric Carcinomas: A Comparison with Chromogranin A and Synaptophysin Expressions	BETA2/NEUROD  (NEUROD)  is  a  basic  helix-loop-helixtype of transcription factor mainly involved in neuroen-docrine  differentiation.		70	NEUROD1		Disease Marker	Gastric carcinoma
14599768	APEX1	TF Pmarker	Stem cell	Cancer cell	Blood	low-throughput	Weston blot	APE/Ref-1 and the mammalian response to genotoxic stress	Human apurinic/apyrimidinic endonuclease/redox factor-1 (hAPE/Ref-1) is a multifunctional protein involved in the repairof DNA damaged by oxidative or alkylating compounds as well as in the regulation of stress inducible transcription factors suchas AP-1, NF-KB, HIF-1 and p54.		79	JUN;HIF1A	CL_0000034	Cell Marker
14599768	JUN	TF Pmarker	Stem cell	Cancer cell	Blood	low-throughput	Weston blot	APE/Ref-1 and the mammalian response to genotoxic stress	Human apurinic/apyrimidinic endonuclease/redox factor-1 (hAPE/Ref-1) is a multifunctional protein involved in the repairof DNA damaged by oxidative or alkylating compounds as well as in the regulation of stress inducible transcription factors suchas AP-1, NF-KB, HIF-1 and p54.		80	APEX1;HIF1A	CL_0000034	Cell Marker
14599768	HIF1A	TF Pmarker	Stem cell	Cancer cell	Blood	low-throughput	Weston blot	APE/Ref-1 and the mammalian response to genotoxic stress	Human apurinic/apyrimidinic endonuclease/redox factor-1 (hAPE/Ref-1) is a multifunctional protein involved in the repairof DNA damaged by oxidative or alkylating compounds as well as in the regulation of stress inducible transcription factors suchas AP-1, NF-KB, HIF-1 and p54.		81	APEX1;JUN	CL_0000034	Cell Marker
15226394	HNF1A	TF Pmarker	Liver cell	Cancer cell	Liver	low-throughput	RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation	Notch signaling controls hepatoblast differentiation by altering the expression of liver-enriched transcription factors 	Mature bile duct cells strongly expressed HNF1beta, but hardly expressed HNF1alpha, HNF4 and C/EBPalpha. Notch signal activation up-regulated HNF1beta, while down-regulated HNF1alpha, HNF4 and C/EBPalpha.These results suggest that Notch signaling contributes to the formation of a network of transcription factors suitable for bile duct cell differentiation.		90		CL_0000182	Cell Marker
15226394	HNF4A	TF Pmarker	Liver cell	Cancer cell	Liver	low-throughput	RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation	Notch signaling controls hepatoblast differentiation by altering the expression of liver-enriched transcription factors 	Mature bile duct cells strongly expressed HNF1beta, but hardly expressed HNF1alpha, HNF4 and C/EBPalpha. Notch signal activation up-regulated HNF1beta, while down-regulated HNF1alpha, HNF4 and C/EBPalpha.These results suggest that Notch signaling contributes to the formation of a network of transcription factors suitable for bile duct cell differentiation.		91		CL_0000182	Cell Marker
15226394	HNF1B	TF Pmarker	Liver cell	Cancer cell	Liver	low-throughput	RT-PCR;Immunofluorescent staining;Western blot;Microscopic observation	Notch signaling controls hepatoblast differentiation by altering the expression of liver-enriched transcription factors 	Mature bile duct cells strongly expressed HNF1beta, but hardly expressed HNF1alpha, HNF4 and C/EBPalpha. Notch signal activation up-regulated HNF1beta, while down-regulated HNF1alpha, HNF4 and C/EBPalpha.These results suggest that Notch signaling contributes to the formation of a network of transcription factors suitable for bile duct cell differentiation.		92		CL_0000182	Cell Marker
15248062	TP63	TF Pmarker	Epithelial cell	Cancer cell	Skin	low-throughput + high-throughput	DNA-seq;RT-PCR;qRT-PCR;Western blot;Microscopic observation	Molecular characterization and expression of p64 isoforms in human keloids	These results may indicate that aberrant P63 expression plays a role not only in malignant tumors but also in benign skin diseases that show hyperproliferation of epidermal cells in vivo. Moreover, this isoform of P63 could serve as a specific molecular marker for this human disease.		93		CL_0000066	Disease Marker	Benign Skin diseases
15249855	HMGA1	TF Pmarker	Fibroblast cell	Cancer cell	Subcutaneous	low-throughput	Immunohistochemistry;Microscopic observation	Differential Expression of HMGA1 and HMGA2 in Dermatofibroma and Dermatofibrosarcoma Protuberans:Potential Diagnostic Applications, and Comparison with Histologic Findings, CD34, and Factor XIIIa Immunoreactivity	HMGA1 and HMGA2 genes,members of the high mobility group protein family genes, encode proteins that act as architectural transcription factors and are frequently dysregulated in a variety of benign or locally aggressive mesenchymal tumors		94	HMGA2	CL_0000057	Disease Marker	DermatofibroSarcoma
15249855	HMGA2	TF Pmarker	Fibroblast cell	Cancer cell	Subcutaneous	low-throughput	Immunohistochemistry;Microscopic observation	Differential Expression of HMGA1 and HMGA2 in Dermatofibroma and Dermatofibrosarcoma Protuberans:Potential Diagnostic Applications, and Comparison with Histologic Findings, CD34, and Factor XIIIa Immunoreactivity	HMGA1 and HMGA2 genes,members of the high mobility group protein family genes, encode proteins that act as architectural transcription factors and are frequently dysregulated in a variety of benign or locally aggressive mesenchymal tumors		95	HMGA1	CL_0000057	Disease Marker	DermatofibroSarcoma
15459955	POU6F2	TF Pmarker	Kidney tumor cell	Cancer cell	Kidney	low-throughput + high-throughput	Weston blot;DNA-Seq;RT-PCR	Germline Mutations of the POU6F2 Gene in Wilms Tumors With Loss of Heterozygosity on Chromosome 7p14	Together with the finding of the expression of the POU6F2 homolog in both fetal and adult kidney, our observations suggest that the gene is a tumor suppressor and is involved in hereditary predisposition to WT. 		101			Disease Marker	WilmsTumors
15466176	GFI1	TF Pmarker	Lung carcinomas cell	Cancer cell	Lung	low-throughput + high-throughput	Immunohistochemistry;Western blot;RT-PCR;DNA-seq;Flow cytometry	Growth Factor Independence-1 Is Expressed in Primary Human Neuroendocrine Lung Carcinomas and Mediates the Differentiation of Murine Pulmonary Neuroendocrine Cells	The Drosophila orthologues of ASH1 (Achaete and Scute) and the growth factor independence-1 (GFI1) oncoprotein (Senseless) genetically interact to inhibit Notch signaling and specify fly sensory organ development		102	ASCL1		Disease Marker	Primary Human NeuroEndocrine Lung Carcinomas
15466176	ASCL1	TF Pmarker	Lung carcinomas cell	Cancer cell	Lung	low-throughput + high-throughput	Immunohistochemistry;Western blot;RT-PCR;DNA-seq;Flow cytometry	Growth Factor Independence-1 Is Expressed in Primary Human Neuroendocrine Lung Carcinomas and Mediates the Differentiation of Murine Pulmonary Neuroendocrine Cells	The Drosophila orthologues of ASH1 (Achaete and Scute) and the growth factor independence-1 (GFI1) oncoprotein (Senseless) genetically interact to inhibit Notch signaling and specify fly sensory organ development		103	GFI1		Disease Marker	Primary Human NeuroEndocrine Lung Carcinomas
15501955	JUN	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO2).		107	VEGFA;JUNB;ROBO2;FOSB;EREG;FOS;HBEGF;IL6;CCL3;CCL5;TNFRSF10A;MYCN;SNAI1;ANGPT2;TBXA2R;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	EGR1	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		108	VEGFA;JUNB;ROBO2;FOSB;EREG;FOS;HBEGF;IL6;CCL3;CCL5;JUN;TNFRSF10A;MYCN;SNAI1;ANGPT2;TBXA2R;IGFBP7		Disease Marker	Inflammatory Breast Cancer
15501955	JUNB	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		109	VEGFA;ROBO2;FOSB;EREG;FOS;HBEGF;IL6;CCL3;CCL5;JUN;TNFRSF10A;MYCN;SNAI1;ANGPT2;TBXA2R;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	FOS	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		110	VEGFA;JUNB;ROBO2;FOSB;EREG;HBEGF;IL6;CCL3;CCL5;JUN;TNFRSF10A;MYCN;SNAI1;ANGPT2;TBXA2R;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	FOSB	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		111	VEGFA;JUNB;ROBO2;EREG;FOS;HBEGF;IL6;CCL3;CCL5;JUN;TNFRSF10A;MYCN;SNAI1;ANGPT2;TBXA2R;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	MYCN	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		112	VEGFA;JUNB;ROBO2;FOSB;EREG;FOS;HBEGF;IL6;CCL3;CCL5;JUN;TNFRSF10A;SNAI1;ANGPT2;TBXA2R;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	SNAI1	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		113	VEGFA;JUNB;ROBO2;FOSB;EREG;FOS;HBEGF;IL6;CCL3;CCL5;JUN;TNFRSF10A;MYCN;ANGPT2;TBXA2R;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	VEGFA	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		114	JUNB;ROBO2;FOSB;EREG;FOS;HBEGF;IL6;CCL3;CCL5;JUN;TNFRSF10A;MYCN;SNAI1;ANGPT2;TBXA2R;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	HBEGF	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		115	VEGFA;JUNB;ROBO2;FOSB;EREG;FOS;IL6;CCL3;CCL5;JUN;TNFRSF10A;MYCN;SNAI1;ANGPT2;TBXA2R;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	IGFBP7	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		116	VEGFA;JUNB;ROBO2;FOSB;EREG;FOS;HBEGF;CCL3;CCL5;TNFRSF10A;JUN;MYCN;SNAI1;ANGPT2;TBXA2R;IL6;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	IL6	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		117	VEGFA;JUNB;ROBO2;FOSB;EREG;FOS;HBEGF;CCL3;CCL5;TNFRSF10A;JUN;MYCN;SNAI1;ANGPT2;TBXA2R;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	ANGPT2	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		118	VEGFA;JUNB;ROBO2;FOSB;EREG;FOS;HBEGF;IL6;CCL3;CCL5;JUN;TNFRSF10A;MYCN;SNAI1;TBXA2R;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	EREG	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		119	VEGFA;JUNB;ROBO2;FOSB;EREG;FOS;HBEGF;IL6;CCL3;CCL5;JUN;TNFRSF10A;MYCN;SNAI1;ANGPT2;TBXA2R;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	CCL3	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		120	VEGFA;JUNB;ROBO2;FOSB;EREG;FOS;HBEGF;IL6;CCL5;TNFRSF10A;JUN;MYCN;SNAI1;ANGPT2;TBXA2R;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	CCL5	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		121	VEGFA;JUNB;ROBO2;FOSB;EREG;FOS;HBEGF;IL6;CCL3;TNFRSF10A;JUN;MYCN;SNAI1;ANGPT2;TBXA2R;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	TBXA2R	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		122	VEGFA;JUNB;ROBO2;FOSB;EREG;FOS;HBEGF;IL6;CCL3;CCL5;JUN;TNFRSF10A;MYCN;SNAI1;ANGPT2;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	TNFRSF10A	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		123	VEGFA;JUNB;ROBO2;FOSB;EREG;FOS;HBEGF;IL6;CCL3;CCL5;JUN;MYCN;SNAI1;ANGPT2;TBXA2R;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15501955	ROBO2	TF Pmarker	Breast cancer cell	Cancer cell	Breast	low-throughput	qRT-PCR	Molecular Profiling of Inflammatory Breast Cancer: Identification of a Poor-Prognosis Gene Expression Signature	The 27 up-regulated genes mainly encoded transcription factors (JUN, EGR1, JUNB,FOS, FOSB, MYCN, and SNAIL1), growth factors (VEGF,DTR/HB-EGF, IGFBP7, IL6, ANGPT2, EREG, CCL3/MIP1A, and CCL5/RANTES) and growth factor receptors(TBXA2R, TNFRSF10A/TRAILR1, and ROBO3).		124	VEGFA;JUNB;FOSB;EREG;FOS;HBEGF;IL6;CCL3;CCL5;JUN;TNFRSF10A;MYCN;SNAI1;ANGPT2;TBXA2R;IGFBP7;EGR1		Disease Marker	Inflammatory Breast Cancer
15502805	MME	TF Pmarker	Renal neoplasms cell	Cancer cell	Kidney	low-throughput	Immunohistochemistry;Microscopic observation	Expression of aquaporins and PAX-2 compared to CD10 and cytokeratin 7 in renal neoplasms: a tissue microarray study	PAX-2 and CD10 was found in the majority of clear cell renal cell carcinomas (88 and 85%,respectively) but only in few papillary renal cell carcinomas, chromophobe renal cell carcinomas and oncocytomas		126	PAX2		Disease Marker	Renal neoplasms
15520192	HEYL	TF Pmarker	Breast carcinoma cell	Cancer cell	Breast	low-throughput + high-throughput	qPCR;PT-PCR;Western blot;Immunohistochemistry;Microscopic observation;DNA-seq	Alterations in Vascular Gene Expression in Invasive Breast Carcinoma	In contrast to other tumor types,invasive breast cancer vasculature induced a high expression level of specific transcription factors, including SNAIL1 and HEYL, that may drive gene expression changes necessary for breast tumor neovascularization.		128	SNAI1		Disease Marker	Invasive Breast carcinoma
15520192	SNAI1	TF Pmarker	Breast carcinoma cell	Cancer cell	Breast	low-throughput + high-throughput	qPCR;PT-PCR;Western blot;Immunohistochemistry;Microscopic observation;DNA-seq	Alterations in Vascular Gene Expression in Invasive Breast Carcinoma	In contrast to other tumor types,invasive breast cancer vasculature induced a high expression level of specific transcription factors, including SNAIL1 and HEYL, that may drive gene expression changes necessary for breast tumor neovascularization.		129	HEYL		Disease Marker	Invasive Breast carcinoma
15525513	NRF1	TF Pmarker	Stem cell	Cancer cell	Retina	low-throughput	Weston blot;RT-PCR	A Common Set of Gene Regulatory Networks Links Metabolism and Growth Inhibition	We showed that NRF1, a factor known to regulate expression of genes involved in mitochondrial function.		130	RBL2;E2F4	CL_0000034	Disease Marker	Cancer disease
15525513	E2F4	TF Pmarker	Stem cell	Cancer cell	Retina	low-throughput	Weston blot;RT-PCR	A Common Set of Gene Regulatory Networks Links Metabolism and Growth Inhibition	We found that P130 and E2F4 cooperatively repress a common set of genes under each growth arrest condition and showed.		131	RBL2;NRF1	CL_0000034	Disease Marker	Cancer disease
15525513	RBL2	TF Pmarker	Stem cell	Cancer cell	Retina	low-throughput	Weston blot;RT-PCR	A Common Set of Gene Regulatory Networks Links Metabolism and Growth Inhibition			132	NRF1;E2F4	CL_0000034	Disease Marker	Cancer disease
