PMID	Gene Name	Gene Type	Cell Name	Cell Type	Tissue Type	Experiment Type	Experimental Method	Title	Function	GeneNameText	id	Interacting Gene	CellOntologyID	Marker Type	Disease Name
31621975	MYC	TFMarker	Dendritic cell	Normal cell	Bone marrow	low-throughput	Flow cytometry	iPS Cells Reprogrammed from Primary Dendritic Cells Provide an Abundant Source of Immunostimulatory Dendritic Cells for Use in Immunotherapy	Transcriptional factors OCT4、SOX2、KLF4 and c-MYC reprogram immature and terminally differentiated dendritic cells into induced pluripotent stem cells (IPSCs)		33	MYC;KLF4;POU5F1;SOX2	CL_0000451	Cell Marker
31663626	GATA3	TFMarker	T cell	Normal cell	Immune	low-throughput	Flow Cytometry;PCR;Western blot	T‐Cell Diferentiation to T Helper 9 Phenotype is Elevated by Extremely Low‐Frequency Electromagnetic FieldsVia Induction of IL‐2 Signaling	GATA3 is a transcription factor regulating CD4+ T cell and a marker of CD4+ T cell		39	STAT5A;STAT6	CL_0000084	Disease Marker	Inflammation
7915745	HOXC4	TFMarker	epithelial cell	Cancer cell	Skin	low-throughput + high-throughput	RT-PCR;DNA-seq;Microscopic observation	Expression of the homeobox gene HOXC4 in keratinocytes of normal skin and epithelial skin tumors is correlated with differentiation	HOXC4 is expressed mainly in differentiated keratinocytes. Lack of differentiation (as in neoplastic cells) is accompanied by downregulation o HOXC4 eTipression.		44	KRT10		Cell Marker
7915745	KRT10	TFMarker	epithelial cell	Cancer cell	Skin	low-throughput + high-throughput	RT-PCR;DNA-seq;Microscopic observation	Expression of the homeobox gene HOXC4 in keratinocytes of normal skin and epithelial skin tumors is correlated with differentiation	Further study of epidermal neoplasms with RISH and cytokeratin 10 (CK10) immunostaining revealed a similar distribution pattern C3( HOXC4 and CKIO expression in atypical and neoplastic keratinocytes.		45	HOXC4		Cell Marker
8477653	GAP43	TFMarker	Nerve cell	Cancer cell	Brain	low-throughput	Western blot	Insulin-Like Growth Factor I Regulates c-wtyc and GAP-43 Messenger Ribonucleic Acid Expression in SH-SY5Y Human Neuroblastoma Cells	Insulin-Like growth factor I regulates c-wtyc and GAP-43 messenger ribonucleic acid expression in SH-SY5Y human neuroblastoma cells.		48	IGF1	CL_0002319	Disease Marker	Neuroblastoma
8477653	IGF1	TFMarker	Nerve cell	Cancer cell	Brain	low-throughput	Western blot	Insulin-Like Growth Factor I Regulates c-wtyc and GAP-43 Messenger Ribonucleic Acid Expression in SH-SY5Y Human Neuroblastoma Cells	IGF-I is a neurotrophic factor which exhibits developmental- and region-specific regulation in the human brain.		49	GAP43	CL_0002319	Disease Marker	Neuroblastoma
9020185	LMO1	TFMarker	T cell	Cancer cell	Lymph	low-throughput	Weston blot;RT-PCR;Flow cytometry	Transcriptional Activity of TAL1 in T Cell Acute Lymphoblastic Leukemia (T-ALL) Requires RBTN1 or -2 and Induces TALLA1, a Highly Specific Tumor Marker of T-ALL	Ectopic TAL1 and RBTN1 or -2, together with some endogenous T cell-specific cofactors like GATA3, constitute a highly collaborative set of transcription factors whose aberrant activity in T cells may lead to leukemogenesis by modulating expression of downstream genes such as TALLA1.		54	TAL1;LMO2;GATA3	CL_0000084	Disease Marker	T cell Acute lymphoblastic Leukemia (T-ALL)
9020185	LMO2	TFMarker	T cell	Cancer cell	Lymph	low-throughput	Weston blot;RT-PCR;Flow cytometry	Transcriptional Activity of TAL1 in T Cell Acute Lymphoblastic Leukemia (T-ALL) Requires RBTN1 or -2 and Induces TALLA1, a Highly Specific Tumor Marker of T-ALL	Ectopic TAL1 and RBTN1 or -2, together with some endogenous T cell-specific cofactors like GATA3, constitute a highly collaborative set of transcription factors whose aberrant activity in T cells may lead to leukemogenesis by modulating expression of downstream genes such as TALLA1.		55	LMO1;TAL1;GATA3	CL_0000084	Disease Marker	T cell Acute lymphoblastic Leukemia (T-ALL)
9020185	GATA3	TFMarker	T cell	Cancer cell	Lymph	low-throughput	Weston blot;RT-PCR;Flow cytometry	Transcriptional Activity of TAL1 in T Cell Acute Lymphoblastic Leukemia (T-ALL) Requires RBTN1 or -2 and Induces TALLA1, a Highly Specific Tumor Marker of T-ALL	Ectopic TAL1 and RBTN1 or -2, together with some endogenous T cell-specific cofactors like GATA3, constitute a highly collaborative set of transcription factors whose aberrant activity in T cells may lead to leukemogenesis by modulating expression of downstream genes such as TALLA1.		56	LMO1;TAL1;LMO2	CL_0000084	Disease Marker	T cell Acute lymphoblastic Leukemia (T-ALL)
10595911	GATA4	TFMarker	Germ cell	Cancer cell	Gonad	low-throughput	Immunohistochemistry;Microscopic observation	Transcription Factor GATA-4 Is Expressed in Pediatric Yolk Sac Tumors 	We conclude that GATA-4 is a clinically useful marker of human YSTs and speculate that it may play a role in the maintenance of the malignant phenotype		57		CL_0000586	Disease Marker	Pediatric Yolk sacTumors
10595911	GATA4	TFMarker	Germ cell	Cancer cell	Gonad	low-throughput	Immunohistochemistry;Microscopic observation	Transcription Factor GATA-4 Is Expressed in Pediatric Yolk Sac Tumors 	We conclude that GATA-4 is a clinically useful marker of human YSTs and speculate that it may play a role in the maintenance of the malignant phenotype		58		CL_0000670	Disease Marker	Pediatric Yolk sacTumors
10665914	TTF1	TFMarker	Metastatic small cell lung carcinoma cell	Cancer cell	Lung	low-throughput	Immunohistochemistry;Microscopic observation	Differential Expression of Thyroid Transcription Factor 1 in Small Cell Lung Carcinoma and Merkel Cell Tumor 	These data indicate that TTF-1 is a sensitive (97%) and specific (100%) marker for SCLCs and can be used to differentiate SCLCs from Merkel cell tumors.		59	KRT20		Disease Marker	Small cell Lung carcinoma
11211309	MITF	TFMarker	Melanocytes cell	Cancer cell	Lung	low-throughput	Microscopic observation	Clear Cell Sarcoma Shows Immunoreactivity for Microphthalmia Transcription Factor: Further Evidence for Melanocytic Differentiation	Recently, microphthalmia transcription factor expression was shown to be both a sensitive and specific marker of epithelioid melanoma.		60			Disease Marker	Melanoma
11776479	TP63	TFMarker	Basal cell	Cancer cell	Prostate	low-throughput	Immunohistochemistry	Cell differentiation lineage in the prostate 	However, a small fraction of adult prostatic basal epithelial cells co-expressed the full spectrum of basal and luminal epithelial cell markers (CK5, CK14, CK8, CK18, CK19, p63, GSTpi).		61		CL_0000646	Cell Marker
14597395	MITF	TFMarker	Melanocytes cell	Cancer cell	Nerve	low-throughput	Western blot;RT-PCR	MITF-M plays an essential role in transcriptional activation and signaltransduction in Xiphophorus melanoma	A entral regulator of melanocyte specific gene expression, which is also a marker for melanomas, is thetranscription factor microphthalmia-associated transcription factor (MITF).		77	RANBP2		Disease Marker	Melanoma
14597395	RANBP2	TFMarker	Melanocytes cell	Cancer cell	Nerve	low-throughput	Western blot;RT-PCR	MITF-M plays an essential role in transcriptional activation and signaltransduction in Xiphophorus melanoma	The enzymatic conversion of tyrosine to melanin pigments requires tyrosinase and the two related proteins TRP-1 and -2.		78	MITF		Disease Marker	Melanoma
14608905	PAX5	TFMarker	B cell	Cancer cell	Lymph	low-throughput	Western blot;Microscopic observation;Immunohistochemistry	The B-cell Transcription Factors BSAP, Oct-2, and BOB.1 and the pan-B-cell Markers CD20, CD22, and CD79a Are Useful in the Differential Diagnosis of Classic Hodgkin Lymphoma	PAX5  is a marker expressed in B cell.		82	MS4A1;CD79A;CD22	CL_0000236	Disease Marker	Hodgkin Lymphoma
14608905	POU2F2	TFMarker	B cell	Cancer cell	Lymph	low-throughput	Western blot;Microscopic observation;Immunohistochemistry	The B-cell Transcription Factors BSAP, Oct-2, and BOB.1 and the pan-B-cell Markers CD20, CD22, and CD79a Are Useful in the Differential Diagnosis of Classic Hodgkin Lymphoma	POU2F2  is a marker expressed in B cell.		83	MS4A1;CD79A;CD22	CL_0000236	Disease Marker	Hodgkin Lymphoma
14652811	NCAM1	TFMarker	Small cell	Cancer cell	Nerve	low-throughput + high-throughput	Immunohistochemistry;Survival analysis	Primary Esophageal Small Cell Carcinoma With Concomitant Invasive Squamous Cell Carcinoma or Carcinoma in Situ	Our study suggests that NCAM and ENO2 are useful markers in diagnosing esophageal SmCC, and KRT19 are useful for differentiating SqCC components from SmCC.		87	ENO2;KRT19		Disease Marker	Invasive Squamous cell carcinoma
14652811	ENO2	TFMarker	Small cell	Cancer cell	Nerve	low-throughput + high-throughput	Immunohistochemistry;Survival analysis	Primary Esophageal Small Cell Carcinoma With Concomitant Invasive Squamous Cell Carcinoma or Carcinoma in Situ	Our study suggests that NCAM and ENO2 are useful markers in diagnosing esophageal SmCC, and KRT19 are useful for differentiating SqCC components from SmCC.		88	NCAM1;KRT19		Disease Marker	Invasive Squamous cell carcinoma
14652811	KRT19	TFMarker	Small cell	Cancer cell	Nerve	low-throughput + high-throughput	Immunohistochemistry;Survival analysis	Primary Esophageal Small Cell Carcinoma With Concomitant Invasive Squamous Cell Carcinoma or Carcinoma in Situ	Our study suggests that NCAM and ENO2 are useful markers in diagnosing esophageal SmCC, and KRT19 are useful for differentiating SqCC components from SmCC.		89	NCAM1;ENO2		Disease Marker	Invasive Squamous cell carcinoma
15279630	TTF1	TFMarker	Epithelial lung tumours cell	Cancer cell	Lung	low-throughput	Immunohistochemistry	Expression of TTF-1 and cytokeratins in primary and secondaryepithelial lung tumours: correlation with histological typeand grade	TTF-1 is a very sensitive and specific marker to document the pulmonary origin of an adenocarcinoma if a thyroid origin is excluded.		100			Disease Marker	Secondary Epithelial Lung tumours
15502805	PAX2	TFMarker	Renal neoplasms cell	Cancer cell	Kidney	low-throughput	Immunohistochemistry;Microscopic observation	Expression of aquaporins and PAX-2 compared to CD10 and cytokeratin 7 in renal neoplasms: a tissue microarray study	Diagnostic use of antibodies against aquaporin water channel proteins and PAX-2, a nuclear transcription factor in renal development, was tested in 202 renal neoplasms, using tissue microarray technique.		125	MME		Disease Marker	Renal neoplasms
15517368	CDX2	TFMarker	Gastroenteropancreatic endocrine tumors cell	Cancer cell	Stomach	low-throughput	Immunohistochemistry;Microscopic observation	CDX2 as a marker of intestinal EC-cells and related well-differentiated endocrine tumors	CDX2 is a transcription factor that has been recently proposed as a marker of intestinal adenocarcinomas.		127			Disease Marker	Endocrine Tumors
15572854	SOCS3	TFMarker	T cell	Cancer cell	Lymph	low-throughput	qRT-PCR	Increased mRNA Expression of Th1-Cytokine Signaling Molecules in Patients with HTLV-I-Associated Myelopathy/Tropical Spastic Paraparesis	In contrast, expression of SOCS3, a marker for Th2 cells, was significantly decreased in HTLV-I-infected individuals.		139	SOCS1;GATA3	CL_0000084	Disease Marker	Human T-lymphotropic virus type I (HTLV-I)-associated myelopathy/tropical spastic paraparesis (HAM/TSP).
15640551	CDX2	TFMarker	Epithelial cell	Cancer cell	Intestine	low-throughput	Western blot;Immunohistochemistry;Microscopic observation	Cdx2 as a Marker for Neuroendocrine Tumors of Unknown Primary Sites	The transcription factors CDX1 and CDX2 are homeobox genes that regulate development of the epithelium of the small and large intestine.		145	CDX1	CL_0000066	Disease Marker	NeuroEndocrineTumors
15640551	CDX1	TFMarker	Epithelial cell	Cancer cell	Intestine	low-throughput	Western blot;Immunohistochemistry;Microscopic observation	Cdx2 as a Marker for Neuroendocrine Tumors of Unknown Primary Sites	The transcription factors CDX1 and CDX2 are homeobox genes that regulate development of the epithelium of the small and large intestine.		146	CDX2	CL_0000066	Disease Marker	NeuroEndocrineTumors
15722794	CDX2	TFMarker	Lung carcinoma cell	Cancer cell	Lung	low-throughput	Immunohistochemistry;Microscopic observation	CDX2 Immunostaining as a Gastrointestinal MarkerExpression in Lung Carcinomas Is a Potential Pitfall	CDX2 is a relatively spe-cific marker for tumors with intestinal differentiation, with the caveatthat its expression can be seen in primary large cell and adenocarci-nomas of the lung and mucinous carcinomas of the ovary.		151	TTF1	CL_0001064	Disease Marker	Lung Carcinomas
15746035	CEBPA	TFMarker	Leukaemic cell	Cancer cell	Bone marrow	low-throughput + high-throughput	Immunophenotyping;Genomic DNA PCR;CEBPA sequences	Characterization ofCEBPAMutations in Acute Myeloid Leukemia:Most Patients withCEBPAMutations Have Biallelic Mutationsand Show a Distinct Immunophenotype of the Leukemic Cells	CEBPA as a transcription or makrer may play an important role in leukemogenesis andprognosis.		153	FUT4;CD7		Disease Marker	Acute myeloid Leukemia
15746041	CEBPA	TFMarker	Acute lymphoblastic leukemia cell	Cancer cell	Bone marrow	low-throughput + high-throughput	Immunophenotyping;Cytogenetic Analysis;Tandemly duplicated sequences	Risk Assessment in Patients with Acute Myeloid Leukemiaand a Normal Karyotype	Myeloid transcription factor geneCEBPA(for CCAAT/enhancer binding protein-A), for internal tandem duplica-tions (ITD) of the tyrosine kinase receptor geneFLT3(forfms-like tyrosine kinase 3), and for expression of theBAALCgene (for brain and acute leukemia, cytoplasmic).		156	FLT3;BAALC		Disease Marker	Acute myeloid Leukemia
15746041	FLT3	TFMarker	Acute lymphoblastic leukemia cell	Cancer cell	Bone marrow	low-throughput + high-throughput	Immunophenotyping;Cytogenetic Analysis;Tandemly duplicated sequences	Risk Assessment in Patients with Acute Myeloid Leukemiaand a Normal Karyotype	Myeloid transcription factor gene CEBPA , for internal tandem duplications (ITD) of the tyrosine kinase receptor gene FLT3, and for expression of the BAALC gene.		157	BAALC;CEBPA		Disease Marker	Acute myeloid Leukemia
15746041	BAALC	TFMarker	Acute lymphoblastic leukemia cell	Cancer cell	Bone marrow	low-throughput + high-throughput	Immunophenotyping;Cytogenetic Analysis;Tandemly duplicated sequences	Risk Assessment in Patients with Acute Myeloid Leukemiaand a Normal Karyotype	Myeloid transcription factor gene CEBPA , for internal tandem duplications (ITD) of the tyrosine kinase receptor gene FLT3, and for expression of the BAALC gene.		158	FLT3;CEBPA		Disease Marker	Acute myeloid Leukemia
15979382	TP53	TFMarker	Epithelial cell	Cancer cell	Oral cavity	low-throughput + high-throughput	Western blot;Survival analysis	Smokeless tobacco (khaini) extracts modulate gene expression in epithelial cell culture from an oral hyperplasia	In conclusion, we demonstrate that epithelial cell cultures from a ST (khaini) associated ora lesion show deregulated expression of cell cycle proteins pRb and TP53. Furthermore, continuous barrage of ST carcinogens leads to altered expression of other cell cycle regulators, namely cyclin D1 and tumor suppressor RARB and MGMT protein involved in DNA methylation, which may lead the cells down the carcinogenic pathway.		162	MGMT;RARB	CL_0000066	Disease Marker	Oral Cancer
15979382	RARB	TFMarker	Epithelial cell	Cancer cell	Oral cavity	low-throughput + high-throughput	Western blot;Survival analysis	Smokeless tobacco (khaini) extracts modulate gene expression in epithelial cell culture from an oral hyperplasia	In conclusion, we demonstrate that epithelial cell cultures from a ST (khaini) associated ora lesion show deregulated expression of cell cycle proteins pRb and p53. Furthermore, continuous barrage of ST carcinogens leads to altered expression of other cell cycle regulators, namely cyclin D4 and tumor suppressor RARB and MGMT protein involved in DNA methylation, which may lead the cells down the carcinogenic pathway.		163	MGMT;TP53	CL_0000066	Disease Marker	Oral Cancer
15979382	MGMT	TFMarker	Epithelial cell	Cancer cell	Oral cavity	low-throughput + high-throughput	Western blot;Survival analysis	Smokeless tobacco (khaini) extracts modulate gene expression in epithelial cell culture from an oral hyperplasia	In conclusion, we demonstrate that epithelial cell cultures from a ST (khaini) associated ora lesion show deregulated expression of cell cycle proteins pRb and p53. Furthermore, continuous barrage of ST carcinogens leads to altered expression of other cell cycle regulators, namely cyclin D5 and tumor suppressor RARB and MGMT protein involved in DNA methylation, which may lead the cells down the carcinogenic pathway.		164	TP53;RARB	CL_0000066	Disease Marker	Oral Cancer
15979384	CHUK	TFMarker	Squamous cell	Cancer cell	Skin	low-throughput + high-throughput	RT-PCR;Western blot;Immunofluorescent staining;DNA sequencing	Effects of IkappaB kinase alpha on the differentiation of squamous carcinoma cells	In conclusion, high expression of CHUK may serve as an intracellular signal to halt the epithelial differentiation of SCC cells.		165			Disease Marker	Squamous carcinoma
15994878	BHLHE40	TFMarker	Intestine carcinoma cell	Cancer cell	Intestine	low-throughput	Western blot;Immunofluorescent staining;Microscopic observation;Immunohistochemistry	STRA13 expression and subcellular localisation in normal and tumour tissues: implications for use as a diagnostic and differentiation marker	BHLHE40 may serve as a marker for myoepithelial cells, for the degree of tumour differentiation, and for identification of the primary site of certain metastatic tumours.		166		CL_0001064	Disease Marker	Renal Carcinomas
15999366	ID1	TFMarker	Liver carcinoma cell	Cancer cell	Liver	low-throughput	Immunohistochemical Analysis;Methylation-Specific Polymerase Chain Reaction;Microscopic observation	Overexpressed Id-1 is associated with a high risk of hepatocellular carcinoma development in patients with cirrhosis without transcriptional repression of p16	The results of the current study suggested that increased expression of ID-1 may play an important role in the early step of hepatocarcinogenesis, and might serve as a useful marker for determining patients with cirrhosis with a high risk of HCC occurrence.		168	CDKN2A	CL_0001064	Disease Marker	Hepatocellular carcinoma
16007217	ID2	TFMarker	Foreskin carcinoma cell	Cancer cell	Foreskin	low-throughput + high-throughput	RT–PCR;Weston blot;ChIP assay;Immunoblot analysis	Id2 protein is selectively upregulated by UVB in primary, but not in immortalized human keratinocytes and inhibits differentiation	These results suggest that UVB-induced inhibition of differentiation of primary HFK is at least, in part, due to the upregulation of ID2, and that upregulation of ID2 by UVB might predispose keratinocytes to carcinogenesis by preventing their normal differentiation program.		172	FLI1;EGR2;EGR1	CL_0001064	Disease Marker	Skin Cancer
16015666	CTCF	TFMarker	Brain carcinoma cell	Cancer cell	Brain	low-throughput	RT-PCR	DNA methylation in the CTCF-binding site I and the expression pattern of the H19 gene: does positive expression predict poor prognosis in early stage head and neck carcinomas?	CTCF is a chromatin insulator and a multifunctional transcription factor whose binding to the H19-DMR is suppressed by DNA methylation.		174	H19	CL_0001064	Disease Marker	Head and neck Carcinomas
16046710	CDX2	TFMarker	Colon caco 2 cell	Cancer cell	Colon	low-throughput	qRT-PCR;RT-PCR	Transcriptome Analysis of Human Colon Caco-2 Cells Exposed to Sulforaphane1–3	The expression of 5 of these genes [caudal type homeo box transcription factor 2 (CDX-2), KLF4, KLF5, cyclin-dependent kinase inhibitor 1A (p21), and AMACR] was additionally studied after in vitro exposure to SF of surgically resected healthy and cancerous colon tissue from each of 3 patients.		175			Cell Marker
16046710	KLF4	TFMarker	Colon caco 2 cell	Cancer cell	Colon	low-throughput	qRT-PCR;RT-PCR	Transcriptome Analysis of Human Colon Caco-2 Cells Exposed to Sulforaphane1–3	The expression of 5 of these genes [caudal type homeo box transcription factor 2 (CDX-2), KLF4, KLF5, cyclin-dependent kinase inhibitor 1A (p21), and AMACR] was additionally studied after in vitro exposure to SF of surgically resected healthy and cancerous colon tissue from each of 3 patients.		176			Cell Marker
16046710	KLF5	TFMarker	Colon caco 2 cell	Cancer cell	Colon	low-throughput	qRT-PCR;RT-PCR	Transcriptome Analysis of Human Colon Caco-2 Cells Exposed to Sulforaphane1–3	The expression of 5 of these genes [caudal type homeo box transcription factor 2 (CDX-2), KLF4, KLF5, cyclin-dependent kinase inhibitor 1A (p21), and AMACR] was additionally studied after in vitro exposure to SF of surgically resected healthy and cancerous colon tissue from each of 3 patients.		177			Cell Marker
16046710	AMACR	TFMarker	Colon caco 2 cell	Cancer cell	Colon	low-throughput	qRT-PCR;RT-PCR	Transcriptome Analysis of Human Colon Caco-2 Cells Exposed to Sulforaphane1–3	The expression of 5 of these genes [caudal type homeo box transcription factor 2 (CDX-2), KLF4, KLF5, cyclin-dependent kinase inhibitor 1A (p21), and AMACR] was additionally studied after in vitro exposure to SF of surgically resected healthy and cancerous colon tissue from each of 3 patients.		178			Cell Marker
16078249	TTF1	TFMarker	Liver cancer cell	Cancer cell	Liver	low-throughput	Immunohistochemistry	Recent Immunohistochemical Markers in the Differential Diagnosis of Primary and Metastatic Carcinomas of the Liver	HepPar-1,MOC-31, and TTF-1 are complementary markers in the differential diagnosis of primary and metastatic carcinomas of the liver,with high sensitivity and specificity		181			Disease Marker	Primary and Metastatic Carcinomas of the Liver
16123587	FOXA1	TFMarker	Epithelial cell	Cancer cell	Liver	low-throughput	Immunofluorescent staining	The Making of the Liver: Competence in the Foregut Endoderm and Induction of Liver-Specific Genes	Two winged helix transcription factors, Foxa1 and Foxa2, act in concert in hepatic specification		194		CL_0000066	Cell Marker
16123587	FOXA2	TFMarker	Epithelial cell	Cancer cell	Liver	low-throughput	Immunofluorescent staining	The Making of the Liver: Competence in the Foregut Endoderm and Induction of Liver-Specific Genes	Two winged helix transcription factors, Foxa1 and Foxa3, act in concert in hepatic specification		195		CL_0000066	Cell Marker
16126882	TTF1	TFMarker	Small lung cell	Cancer cell	Lung	low-throughput	Immunohistochemistry; Microscopic observation	CD56: a useful tool for the diagnosis of small cell lung carcinomas on biopsies with extensive crush artefact	TTF-1 is useful in the diagnosis of SCLC in biopsies with extensive crush artefact and can help confirm the diagnosis in cases where features are equivocal.		196	PTPRC		Disease Marker	Small cell Lung Carcinomas
16488887	PROX1	TFMarker	Liver carcinoma cell	Cancer cell	Liver	low-throughput	Western blot;RT-qPCR;qRT-PCR	A Prospero-related homeodomain protein is a novel co-regulator of hepatocyte nuclear factor 4alpha that regulates the cholesterol 7alpha-hydroxylase gene	These results suggest that Prox1 is a novel co-regulator of HNF4alpha that may play a key role in the regulation of bile acid synthesis and gluconeogenesis in the liver.		199	CYP7A1	CL_0001064	Cell Marker
16489066	MITF	TFMarker	Melanocytes cell	Cancer cell	Skin	low-throughput + high-throughput	qRT-PCR;RT-PCR;immunohistochemistry	Microphthalmia transcription factor as a molecular marker for circulating tumor cell detection in blood of melanoma patients	MITF detection in blood can indicate subclinical metastatic disease and predict treatment outcome in melanoma patients.		203	MLANA;PAX3		Disease Marker	Melanoma
16500746	NES	TFMarker	Stem cell	Cancer cell	Blood vessel	low-throughput	Immunofluorescent staining;Microscopic observation;Immunohistochemistry	Dual-color imaging of nascent blood vessels vascularizing pancreatic cancer in an orthotopic model demonstrates antiangiogenesis efficacy of gemcitabine	NESTIN was highly expressed in proliferating endothelial cells and nascent blood vessels in the growing tumor.		204	PECAM1	CL_0000034	Disease Marker	Pancreatic Cancer
16865673	REXO1	TFMarker	Stem cell	Cancer cell	Epithelium	low-throughput	Western blot;RT-PCR	The putative human stem cell marker, Rex-1 (Zfp42): structural classification and expression in normal human epithelial and carcinoma cell cultures	Human REX1 (hREX1) (also referred to as zinc-finger protein-42, ZFP42) encodes a zinc finger protein expression of which is believed to be characteristic of pluripotent stem cells.		209	YY1	CL_0000034	Disease Marker	Cancer disease
16959616	TTF1	TFMarker	Lung carcinoma cell	Cancer cell	Lung	low-throughput	Microscopic observation	Utility of Thyroid Transcription Factor-1Expression in the Differential Diagnosis of Metastatic Adenocarcinoma of Serous Effusion Specimens Prepared Using the Cell Transfer Technique	TTF-1 immunostaining in serous effusion specimens preparedusing the cell transfer technique is a sensitive and highly specific marker for metastatic lung adenocarci-noma.		220		CL_0001064	Disease Marker	Lung Adenocarcinoma
17069925	PROX1	TFMarker	Epithelial cell	Cancer cell	Epithelium	low-throughput	RT-PCR;Western blot;Immunofluorescent staining;Immunohistochemistry;Microscopic observation	Prospero-related homeobox 1 (PROX1) is frequently inactivated by genomic deletions and epigenetic silencing in carcinomas of the bilary system 	We demonstrate that mechanisms like genomic deletions and hypermethylation, which are prototypic for the inactivation of tumor suppressor genes, inactivate PROX1 in carcinomas of the bilary system. Our findings prompt the elucidation of molecular pathways involved in PROX1 dependent misregulation of differentiation and proliferation processes in bilary tract carcinomas.		230		CL_0000066	Disease Marker	Carcinomas of the bilary syStem
17090547	NOTCH1	TFMarker	T cell	Cancer cell	Thyroid	low-throughput + high-throughput	Western Blot;Immunoblotting;DNA sequencing	Overexpression of the NOTCH1 intracellular domain inhibits cell proliferation and alters the neuroendocrine phenotype of medullary thyroid cancer cells 	Mechanistically, we show that MTC cell growth inhibition by NOTCH1 is mediated by cell cycle arrest associated with up-regulation of p21.		231		CL_0000084	Disease Marker	Medullary thyroid Cancer
